image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r13a5bb6bt,"There is a statue of two angels on a pedestal in a building, with names, inspired by Paul Jacob Naftel, tomb, elevator,  wwi, detailed scene, sacrilegious rite, prop, heroic history, john paul ii, front side, harem, babel.",89:134,2,2.691861269,2.691861269,0.998,2,2,1,512,832,1152,42,DPMPP2SAncestralSampler,VanillaCFG,4.558224871,FALSE,,,,,,16:9,golden_hour,portrait,51,4,manual,22,10,57,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+statue+of+two+angels+on+a+pedestal+in+a+building%2C+with+names%2C+inspired+by+Paul+Jacob+Naftel%2C+tomb%2C+elevator%2C++wwi%2C+detailed+scene%2C+sacrilegious+rite%2C+prop%2C+heroic+history%2C+john+paul+ii%2C+front+side%2C+harem%2C+babel.&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=51&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A57%2C""shutter_speed""%3A10}}&style=golden_hour"
r13a9002bt,"Cars are parked on the side of the road in a city, paris city, giant archways, cobblestones on the ground, road between tall trees, midday photograph, mall, 4, empty streetscapes, view from front, breakdown, stores, mid closeup.",77:51,1,8.600793957,8.600793957,0.999,2,4,0,512,1600,640,44,DPMPP2MSampler,IdentityGuider,,TRUE,37,DPMPP2MSampler,IdentityGuider,,TRUE,1:1,product_photo+warm_colors+studio_light+shot_from_above,square,50,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Cars+are+parked+on+the+side+of+the+road+in+a+city%2C+paris+city%2C+giant+archways%2C+cobblestones+on+the+ground%2C+road+between+tall+trees%2C+midday+photograph%2C+mall%2C+4%2C+empty+streetscapes%2C+view+from+front%2C+breakdown%2C+stores%2C+mid+closeup.&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=50&exif={""mode""%3A""auto""}&style=product_photo&style=warm_colors&style=studio_light&style=shot_from_above"
r13ae7d1et,"there is a clock on the side of a building with statues on it, the pope wakes up is his bed, tessgarman, from back, windy weather, singing, candid photo, mezzanine, crimson peek, img _ 9 7 5. raw, 872637744, academism",89:134,4,8.356370612,8.356370612,0.997,3,3,0,768,1024,960,41,EulerEDMSampler,IdentityGuider,,TRUE,40,LinearMultistepSampler,VanillaCFG,,FALSE,4:3,chaotic+long-time_exposure,landscape,0,3,manual,1.2,0.016,206,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+clock+on+the+side+of+a+building+with+statues+on+it%2C+the+pope+wakes+up+is+his+bed%2C+tessgarman%2C+from+back%2C+windy+weather%2C+singing%2C+candid+photo%2C+mezzanine%2C+crimson+peek%2C+img+_+9+7+5.+raw%2C+872637744%2C+academism&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A206%2C""shutter_speed""%3A0.016}}&style=chaotic&style=long-time_exposure"
r13b45303t,"there is a table with a red table cloth and a red table cloth, old scientific documents, metal scales, st cirq lapopie, topaz and other jewellaries, market, surgical impliments, balance, photo”, traps, bald, f / 1, a wooden, gauges, debilitation",134:89,2,8.07967881,8.07967881,0.999,4,3,2,768,1344,768,41,LinearMultistepSampler,VanillaCFG,7.404988073,TRUE,40,EulerAncestralSampler,VanillaCFG,1.32277889,FALSE,4:5,grainy_film+warm_colors+low_lighting,square,77,3,manual,5.6,1,216,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+table+with+a+red+table+cloth+and+a+red+table+cloth%2C+old+scientific+documents%2C+metal+scales%2C+st+cirq+lapopie%2C+topaz+and+other+jewellaries%2C+market%2C+surgical+impliments%2C+balance%2C+photo”%2C+traps%2C+bald%2C+f+/+1%2C+a+wooden%2C+gauges%2C+debilitation&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=77&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A216%2C""shutter_speed""%3A1}}&style=grainy_film&style=warm_colors&style=low_lighting"
r13b5b161t,"there is a street with a sign and a sign post on it, paris school, green alley, lush plants and bonsai trees, people walking in street, high quality image”, mscow, center, courtyard, “wide shot, tactile, eating, brightly lit, khakis",77:51,2,2.9901763,2.9901763,0.996,3,3,4,512,1216,832,50,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,40,EulerAncestralSampler,IdentityGuider,,TRUE,1:1,muted,widescreen,0,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+street+with+a+sign+and+a+sign+post+on+it%2C+paris+school%2C+green+alley%2C+lush+plants+and+bonsai+trees%2C+people+walking+in+street%2C+high+quality+image”%2C+mscow%2C+center%2C+courtyard%2C+“wide+shot%2C+tactile%2C+eating%2C+brightly+lit%2C+khakis&modelInputVersion=v2&aspectRatio=widescreen&creativity=8&guideStrength=0&exif={""mode""%3A""auto""}&style=muted"
r13bb381ct,"people on a boat on a river with a lot of water, elevator, queen of the sea mu yanling, low pressure system, large)}], crossing the line, over the shoulder view, full of greenish liquid, seafloor, twister, memphis, full picture, bucklebury ferry, monsoon, nice view, bag, yah",89:134,1,2.973741322,2.973741322,0.999,2,3,3,512,960,1024,38,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,34,DPMPP2MSampler,VanillaCFG,,TRUE,1:2,muted+long-time_exposure,landscape,7,10,manual,2,0.0006,265,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=people+on+a+boat+on+a+river+with+a+lot+of+water%2C+elevator%2C+queen+of+the+sea+mu+yanling%2C+low+pressure+system%2C+large)}]%2C+crossing+the+line%2C+over+the+shoulder+view%2C+full+of+greenish+liquid%2C+seafloor%2C+twister%2C+memphis%2C+full+picture%2C+bucklebury+ferry%2C+monsoon%2C+nice+view%2C+bag%2C+yah&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=7&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A265%2C""shutter_speed""%3A0.0006}}&style=muted&style=long-time_exposure"
r13c19caft,"there is a stone archway with a stone wall and a stone bench, people walking into the horizon, giant snake castle, italy, february), walking at the park, canon photo",77:51,2,8.638872405,8.638872405,1,4,2,5,768,960,1024,41,EulerEDMSampler,VanillaCFG,5.364639888,TRUE,35,EulerEDMSampler,VanillaCFG,3.27056188,TRUE,3:2,shot_from_below,square,50,7,manual,2,0.125,227,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+stone+archway+with+a+stone+wall+and+a+stone+bench%2C+people+walking+into+the+horizon%2C+giant+snake+castle%2C+italy%2C+february)%2C+walking+at+the+park%2C+canon+photo&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A227%2C""shutter_speed""%3A0.125}}&style=shot_from_below"
r13c7e92dt,"Dirt path winding through the woods, mountains in fog background, Dolomites, October, sulfur, the futility of overexertion, 33mm photo. Enigmatic forest trail, mystical ambiance, atmospheric fog, majestic mountain vista, autumnal hues, introspective journey, haunting beauty, metaphorical interpretation.",51:77,2,6.502454243,6.502454243,1,3,0,1,512,1152,896,50,EulerEDMSampler,VanillaCFG,4.536324665,TRUE,40,LinearMultistepSampler,VanillaCFG,3.465892994,FALSE,2:3,warm_colors+photographed_through_window,portrait,76,6,manual,22,0.0006,128,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Dirt+path+winding+through+the+woods%2C+mountains+in+fog+background%2C+Dolomites%2C+October%2C+sulfur%2C+the+futility+of+overexertion%2C+33mm+photo.+Enigmatic+forest+trail%2C+mystical+ambiance%2C+atmospheric+fog%2C+majestic+mountain+vista%2C+autumnal+hues%2C+introspective+journey%2C+haunting+beauty%2C+metaphorical+interpretation.&modelInputVersion=v2&aspectRatio=portrait&creativity=6&guideStrength=76&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A128%2C""shutter_speed""%3A0.0006}}&style=warm_colors&style=photographed_through_window"
r13c85634t,"Street light next to a sycamore tree, sunny winter day, glowing blue veins, natural grizzled skin, twins, view from the side. Serene winter scene, warm sunlight filtering through the branches, intricate patterns of the tree's bark, harmonious contrast between the vibrant light and the tree's textured surface, a picturesque moment capturing the beauty of nature.",77:51,3,3.880707126,3.880707126,0.999,2,4,1,512,1088,896,41,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,38,HeunEDMSampler,IdentityGuider,,TRUE,1:1,divine+monochromatic,landscape,100,2,manual,8,0.066,50,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Street+light+next+to+a+sycamore+tree%2C+sunny+winter+day%2C+glowing+blue+veins%2C+natural+grizzled+skin%2C+twins%2C+view+from+the+side.+Serene+winter+scene%2C+warm+sunlight+filtering+through+the+branches%2C+intricate+patterns+of+the+tree's+bark%2C+harmonious+contrast+between+the+vibrant+light+and+the+tree's+textured+surface%2C+a+picturesque+moment+capturing+the+beauty+of+nature.&modelInputVersion=v2&aspectRatio=landscape&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A50%2C""shutter_speed""%3A0.066}}&style=divine&style=monochromatic"
r13dab3c7t,"There is a room with a wooden floor and a door, antiques, captured in low light, detail on scene, child's bedroom, old wooden ship, greaves, abdomen, sidelit, séance, scene view.",51:77,1,7.801622267,7.801622267,0.995,3,0,3,768,768,1280,32,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,40,DPMPP2SAncestralSampler,IdentityGuider,,FALSE,1:2,closeup,square,68,9,manual,8,10,81,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+room+with+a+wooden+floor+and+a+door%2C+antiques%2C+captured+in+low+light%2C+detail+on+scene%2C+child's+bedroom%2C+old+wooden+ship%2C+greaves%2C+abdomen%2C+sidelit%2C+séance%2C+scene+view.&modelInputVersion=v2&aspectRatio=square&creativity=9&guideStrength=68&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A81%2C""shutter_speed""%3A10}}&style=closeup"
r13de1e12t,"People in costumes walking down a street with a horse-drawn carriage, neanderthal people, ocher details, carnival on the background, long dreadlocks, warm and joyful atmosphere, identical, dressed in shako, full-body view, saint man, backdrop, amazed.",77:51,1,5.178177753,5.178177753,0.998,4,2,2,768,1280,768,34,LinearMultistepSampler,VanillaCFG,5.411391699,FALSE,,,,,,5:4,otherworldly_depiction+underwater+dramatic_light,landscape,0,10,manual,4,10,136,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=People+in+costumes+walking+down+a+street+with+a+horse-drawn+carriage%2C+neanderthal+people%2C+ocher+details%2C+carnival+on+the+background%2C+long+dreadlocks%2C+warm+and+joyful+atmosphere%2C+identical%2C+dressed+in+shako%2C+full-body+view%2C+saint+man%2C+backdrop%2C+amazed.&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A4%2C""focal_length""%3A136%2C""shutter_speed""%3A10}}&style=otherworldly_depiction&style=underwater&style=dramatic_light"
r13e56300t,"There is a white flower on a tree branch with green leaves, apple blossoms, bees flying, soft white glow, crisp photo, warm illumination, gleaming silver and rich colors, in red gardens, very well detailed, no bloom, abundance.",77:51,2,8.103160094,8.103160094,0.999,2,4,4,768,1024,960,35,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,43,DPMPP2MSampler,VanillaCFG,,TRUE,16:9,monochromatic+dramatic_light+photographed_through_window,portrait,100,6,manual,5.6,1,89,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+white+flower+on+a+tree+branch+with+green+leaves%2C+apple+blossoms%2C+bees+flying%2C+soft+white+glow%2C+crisp+photo%2C+warm+illumination%2C+gleaming+silver+and+rich+colors%2C+in+red+gardens%2C+very+well+detailed%2C+no+bloom%2C+abundance.&modelInputVersion=v2&aspectRatio=portrait&creativity=6&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A89%2C""shutter_speed""%3A1}}&style=monochromatic&style=dramatic_light&style=photographed_through_window"
r13f26c35t,"Arafed floor with a mosaic design and a bird on it, thick squares and large arrows, super detail of each object, everyone having fun, in a museum room, harvest, closeup at the food, roman, lynx, in rows, stunning, village.",134:89,1,8.25056532,8.25056532,0.995,2,9,4,512,1600,640,33,HeunEDMSampler,VanillaCFG,4.645204291,FALSE,,,,,,1:1,long-time_exposure,landscape,50,10,manual,2,0.125,300,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Arafed+floor+with+a+mosaic+design+and+a+bird+on+it%2C+thick+squares+and+large+arrows%2C+super+detail+of+each+object%2C+everyone+having+fun%2C+in+a+museum+room%2C+harvest%2C+closeup+at+the+food%2C+roman%2C+lynx%2C+in+rows%2C+stunning%2C+village.&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A300%2C""shutter_speed""%3A0.125}}&style=long-time_exposure"
r13fccd2ft,"There is a bridge that is over a river with a clock on it, roma, descriptive, made of stone and concrete, from the distance, market in ancient rome, professional photo, autum, an old.",89:134,1,2.826600275,2.826600275,0.997,3,9,3,768,1600,640,38,EulerEDMSampler,VanillaCFG,4.670646692,FALSE,,,,,,2:1,grainy_film+bokeh+warm_colors,landscape,97,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+bridge+that+is+over+a+river+with+a+clock+on+it%2C+roma%2C+descriptive%2C+made+of+stone+and+concrete%2C+from+the+distance%2C+market+in+ancient+rome%2C+professional+photo%2C+autum%2C+an+old.&modelInputVersion=v2&aspectRatio=landscape&creativity=6&guideStrength=97&exif={""mode""%3A""auto""}&style=grainy_film&style=bokeh&style=warm_colors"
r140f3432t,"There is a truck that is parked in front of a building, interior of a mountain hut, viewed through the car's window, cold sunny weather, townscape, portrait mode photo, high altitude, restaurant, crisp photo.",134:89,1,5.192481473,5.192481473,0.999,4,0,0,768,896,1088,30,EulerAncestralSampler,IdentityGuider,,TRUE,47,EulerAncestralSampler,VanillaCFG,,FALSE,16:9,simple+beautiful+misty+antique_photo+landscape_photography,square,100,2,manual,8,0.004,164,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+truck+that+is+parked+in+front+of+a+building%2C+interior+of+a+mountain+hut%2C+viewed+through+the+car's+window%2C+cold+sunny+weather%2C+townscape%2C+portrait+mode+photo%2C+high+altitude%2C+restaurant%2C+crisp+photo.&modelInputVersion=v2&aspectRatio=square&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A164%2C""shutter_speed""%3A0.004}}&style=simple&style=beautiful&style=misty&style=antique_photo&style=landscape_photography"
r141665bdt,"Arafed crowd of people walking in front of a large building, sunny winter day, chrome cathedrals, sacred ancient architecture, stone facade, catholic punk, outside view, plaza.",89:134,1,5.65563656,5.65563656,0.995,3,1,2,768,1344,704,32,EulerAncestralSampler,VanillaCFG,6.680002271,TRUE,35,HeunEDMSampler,VanillaCFG,1.42432454,TRUE,3:2,bokeh,landscape,0,6,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Arafed+crowd+of+people+walking+in+front+of+a+large+building%2C+sunny+winter+day%2C+chrome+cathedrals%2C+sacred+ancient+architecture%2C+stone+facade%2C+catholic+punk%2C+outside+view%2C+plaza.&modelInputVersion=v2&aspectRatio=landscape&creativity=6&guideStrength=0&exif={""mode""%3A""auto""}&style=bokeh"
r141669e5t,"People are gathered around a stage with a large screen in the background, gothic church background, skiing, contrast light, italy, fireball, sidelit, frosty, advertising lighting, monumental, voidless of the festival!, saint man.",77:51,3,2.943106722,2.943106722,1,1,2,3,512,1344,704,44,DPMPP2MSampler,VanillaCFG,4.304828499,TRUE,47,DPMPP2MSampler,VanillaCFG,7.369244135,TRUE,3:4,multiexposure,portrait,26,2,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=People+are+gathered+around+a+stage+with+a+large+screen+in+the+background%2C+gothic+church+background%2C+skiing%2C+contrast+light%2C+italy%2C+fireball%2C+sidelit%2C+frosty%2C+advertising+lighting%2C+monumental%2C+voidless+of+the+festival!%2C+saint+man.&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=26&exif={""mode""%3A""auto""}&style=multiexposure"
r1419078bt,"There is a small white building with a wooden bench in front of it, interior of a mountain hut, old roman style, outside view.",77:51,1,6.813485358,6.813485358,0.998,2,2,1,768,1472,704,35,EulerAncestralSampler,VanillaCFG,3.889240833,FALSE,,,,,,3:4,warm_colors+surreal_lighting,landscape,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+small+white+building+with+a+wooden+bench+in+front+of+it%2C+interior+of+a+mountain+hut%2C+old+roman+style%2C+outside+view.&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}&style=warm_colors&style=surreal_lighting"
r141e4467t,"arafes of a large building with a clock tower and a clock on top, milan fashion week backstage, super wide view of a cityscape, high angle closeup portrait, white marble buildings, distant photo, inside view, tall stone spires.",51:77,2,5.095188632,5.095188632,0.996,4,2,2,768,704,1408,31,EulerEDMSampler,VanillaCFG,3.848294219,TRUE,43,HeunEDMSampler,IdentityGuider,9.760691478,TRUE,2:1,dramatic_light+shot_from_below,square,50,7,manual,4,0.125,121,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=arafes+of+a+large+building+with+a+clock+tower+and+a+clock+on+top%2C+milan+fashion+week+backstage%2C+super+wide+view+of+a+cityscape%2C+high+angle+closeup+portrait%2C+white+marble+buildings%2C+distant+photo%2C+inside+view%2C+tall+stone+spires.&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A4%2C""focal_length""%3A121%2C""shutter_speed""%3A0.125}}&style=dramatic_light&style=shot_from_below"
